"accession","disease","module","left_out","n_genes","smd_loo"
"GSE28735","PAAD","JAK_STAT","JAK3",8,0.396343076713354
"GSE28735","PAAD","JAK_STAT","TYK2",8,0.378536405382812
"GSE28735","PAAD","JAK_STAT","STAT1",8,0.312469078626796
"GSE28735","PAAD","JAK_STAT","STAT3",8,0.396588720603296
"GSE28735","PAAD","JAK_STAT","STAT5A",8,0.403739920518957
"GSE28735","PAAD","JAK_STAT","STAT5B",8,0.431258628655703
"GSE28735","PAAD","JAK_STAT","STAT6",8,0.341986354684428
"GSE28735","PAAD","PDGFR_KIT_CSF1R","PDGFRA",3,-0.373776056558819
"GSE28735","PAAD","PDGFR_KIT_CSF1R","KIT",3,-0.277807904772833
"GSE28735","PAAD","PDGFR_KIT_CSF1R","CSF1R",3,-0.223309565288479
"GSE28735","PAAD","PDGFR_KIT_CSF1R","FLT3",3,0.103012125558364
"GSE28735","PAAD","PI3K_AKT","PIK3CA",8,0.116056091326528
"GSE28735","PAAD","PI3K_AKT","PIK3CB",8,0.233317900493892
"GSE28735","PAAD","PI3K_AKT","PIK3CD",8,0.391027155857477
"GSE28735","PAAD","PI3K_AKT","AKT1",8,0.311327721626742
"GSE28735","PAAD","PI3K_AKT","AKT2",8,0.40069259109791
"GSE28735","PAAD","PI3K_AKT","PDPK1",8,0.266559617116041
"GSE28735","PAAD","PI3K_AKT","MTOR",8,0.311349785593388
"GSE28735","PAAD","PI3K_AKT","RPTOR",8,0.281989883601153
"GSE28735","PAAD","PI3K_AKT","RPS6KB1",8,0.441450009126672
"GSE28735","PAAD","RAS_MAPK","KRAS",9,0.673697180659239
"GSE28735","PAAD","RAS_MAPK","NRAS",9,0.744307996143041
"GSE28735","PAAD","RAS_MAPK","HRAS",9,0.858019031315051
"GSE28735","PAAD","RAS_MAPK","MAP2K1",9,0.737477144261944
"GSE28735","PAAD","RAS_MAPK","MAP2K2",9,0.856981538369286
"GSE28735","PAAD","RAS_MAPK","MAPK1",9,0.971903671646886
"GSE28735","PAAD","RAS_MAPK","MAPK3",9,0.730783009551951
"GSE28735","PAAD","RAS_MAPK","DUSP6",9,0.814123186855081
"GSE28735","PAAD","RAS_MAPK","ETV4",9,0.789524806451176
"GSE28735","PAAD","RAS_MAPK","ETV5",9,0.890835921294089
"GSE28735","PAAD","SRC_FAK","SRC",4,0.448989099142993
"GSE28735","PAAD","SRC_FAK","FYN",4,0.678119740926366
"GSE28735","PAAD","SRC_FAK","YES1",4,0.757223378195481
"GSE28735","PAAD","SRC_FAK","PTK2",4,0.641861880332144
"GSE28735","PAAD","SRC_FAK","PTK2B",4,0.732604844470206
"GSE28735","PAAD","TAM_AXL_AXIS","AXL",2,-0.816797785171065
"GSE28735","PAAD","TAM_AXL_AXIS","TYRO3",2,0.293025089737183
"GSE28735","PAAD","TAM_AXL_AXIS","MERTK",2,-0.16564674395104
"GSE28735","PAAD","TGFB_SMAD","TGFB1",4,0.512540590371618
"GSE28735","PAAD","TGFB_SMAD","TGFBR1",4,0.550256180456102
"GSE28735","PAAD","TGFB_SMAD","TGFBR2",4,0.673197415443843
"GSE28735","PAAD","TGFB_SMAD","SMAD2",4,0.699045669427838
"GSE28735","PAAD","TGFB_SMAD","SMAD3",4,0.457630008602215
"GSE28735","PAAD","TIE_ANGPT_AXIS","TEK",2,0.267996870631191
"GSE28735","PAAD","TIE_ANGPT_AXIS","ANGPT1",2,0.293886314733021
"GSE28735","PAAD","TIE_ANGPT_AXIS","ANGPT2",2,-0.303934151501724
"GSE28735","PAAD","VEGF_PDGF_AXIS","FLT1",8,-0.0312604767507941
"GSE28735","PAAD","VEGF_PDGF_AXIS","KDR",8,0.0998600663904241
"GSE28735","PAAD","VEGF_PDGF_AXIS","FLT4",8,0.0181572757721572
"GSE28735","PAAD","VEGF_PDGF_AXIS","VEGFA",8,-0.0901326041346947
"GSE28735","PAAD","VEGF_PDGF_AXIS","VEGFB",8,0.0753115258436409
"GSE28735","PAAD","VEGF_PDGF_AXIS","VEGFC",8,-0.0820905529173457
"GSE28735","PAAD","VEGF_PDGF_AXIS","PGF",8,-0.0583500718284374
"GSE28735","PAAD","VEGF_PDGF_AXIS","PDGFA",8,0.0896082034702373
"GSE28735","PAAD","VEGF_PDGF_AXIS","PDGFB",8,-0.0713707729012807
"GSE28735","PAAD","WNT_CTNNB1","CTNNB1",3,0.183751675465816
"GSE28735","PAAD","WNT_CTNNB1","AXIN2",3,0.501360894571445
"GSE28735","PAAD","WNT_CTNNB1","MYC",3,1.00746700500781
"GSE28735","PAAD","WNT_CTNNB1","CCND1",3,0.389607842671194
"GSE62452","PAAD","EPH_RECEPTORS","EPHA1",3,0.96818149136489
"GSE62452","PAAD","EPH_RECEPTORS","EPHA2",3,0.726571898033467
"GSE62452","PAAD","EPH_RECEPTORS","EPHB2",3,1.11055710268904
"GSE62452","PAAD","EPH_RECEPTORS","EPHB4",3,0.849455033479548
"GSE62452","PAAD","ERBB_LIGANDS","EGF",5,0.617319901106449
"GSE62452","PAAD","ERBB_LIGANDS","TGFA",5,0.224726884848828
"GSE62452","PAAD","ERBB_LIGANDS","AREG",5,0.308001286574719
"GSE62452","PAAD","ERBB_LIGANDS","EREG",5,0.362909693269956
"GSE62452","PAAD","ERBB_LIGANDS","HBEGF",5,0.363312560254082
"GSE62452","PAAD","ERBB_LIGANDS","NRG1",5,0.452565186280192
"GSE62452","PAAD","ERBB_RECEPTORS","EGFR",3,0.209099700967395
"GSE62452","PAAD","ERBB_RECEPTORS","ERBB2",3,-0.186279990183389
"GSE62452","PAAD","ERBB_RECEPTORS","ERBB3",3,0.0886759301421261
"GSE62452","PAAD","ERBB_RECEPTORS","ERBB4",3,0.799076673653119
"GSE62452","PAAD","FGFR_AXIS","FGFR1",7,-0.283657505127555
"GSE62452","PAAD","FGFR_AXIS","FGFR2",7,-0.47119422121209
"GSE62452","PAAD","FGFR_AXIS","FGFR3",7,-0.37696641106757
"GSE62452","PAAD","FGFR_AXIS","FGFR4",7,-0.389072066906642
"GSE62452","PAAD","FGFR_AXIS","FGF1",7,-0.727979952924318
"GSE62452","PAAD","FGFR_AXIS","FGF2",7,-0.485913059642374
"GSE62452","PAAD","FGFR_AXIS","FGF7",7,-0.429174388339553
"GSE62452","PAAD","FGFR_AXIS","FGF10",7,-0.287550655118453
"GSE62452","PAAD","HGF_MET_AXIS","MET",2,0.849422044608485
"GSE62452","PAAD","HGF_MET_AXIS","MST1R",2,0.723448768603589
"GSE62452","PAAD","HGF_MET_AXIS","HGF",2,1.78368129672161
"GSE62452","PAAD","IGF_INSR_AXIS","IGF1R",2,-0.744455775743124
"GSE62452","PAAD","IGF_INSR_AXIS","INSR",2,-0.69461820939537
"GSE62452","PAAD","IGF_INSR_AXIS","IGF1",2,-0.457422098409624
"GSE62452","PAAD","JAK_STAT","JAK1",8,0.493930959713406
"GSE62452","PAAD","JAK_STAT","JAK2",8,0.442094552754509
"GSE62452","PAAD","JAK_STAT","JAK3",8,0.466268041841676
"GSE62452","PAAD","JAK_STAT","TYK2",8,0.461949189422855
"GSE62452","PAAD","JAK_STAT","STAT1",8,0.394521171710847
"GSE62452","PAAD","JAK_STAT","STAT3",8,0.485022565534126
"GSE62452","PAAD","JAK_STAT","STAT5A",8,0.481693839365786
"GSE62452","PAAD","JAK_STAT","STAT5B",8,0.508616030307989
"GSE62452","PAAD","JAK_STAT","STAT6",8,0.42552585588217
"GSE62452","PAAD","PDGFR_KIT_CSF1R","PDGFRA",3,-0.309775325503608
"GSE62452","PAAD","PDGFR_KIT_CSF1R","KIT",3,-0.194113522350614
"GSE62452","PAAD","PDGFR_KIT_CSF1R","CSF1R",3,-0.159857032045271
"GSE62452","PAAD","PDGFR_KIT_CSF1R","FLT3",3,0.178568017723821
"GSE62452","PAAD","PI3K_AKT","PIK3CA",8,0.0798964987944088
"GSE62452","PAAD","PI3K_AKT","PIK3CB",8,0.206534681277001
"GSE62452","PAAD","PI3K_AKT","PIK3CD",8,0.333454792207721
"GSE62452","PAAD","PI3K_AKT","AKT1",8,0.256834189883389
"GSE62452","PAAD","PI3K_AKT","AKT2",8,0.382522714557752
"GSE62452","PAAD","PI3K_AKT","PDPK1",8,0.226128412450583
"GSE62452","PAAD","PI3K_AKT","MTOR",8,0.272418151473947
"GSE62452","PAAD","PI3K_AKT","RPTOR",8,0.244538917425129
"GSE62452","PAAD","PI3K_AKT","RPS6KB1",8,0.403369300011492
"GSE62452","PAAD","RAS_MAPK","KRAS",9,0.683566912632406
"GSE62452","PAAD","RAS_MAPK","NRAS",9,0.765251064400894
"GSE62452","PAAD","RAS_MAPK","HRAS",9,0.847149374344235
"GSE62452","PAAD","RAS_MAPK","MAP2K1",9,0.771003760618949
"GSE62452","PAAD","RAS_MAPK","MAP2K2",9,0.881584178670516
"GSE62452","PAAD","RAS_MAPK","MAPK1",9,1.01643947204595
"GSE62452","PAAD","RAS_MAPK","MAPK3",9,0.756515981347574
"GSE62452","PAAD","RAS_MAPK","DUSP6",9,0.846661231033676
"GSE62452","PAAD","RAS_MAPK","ETV4",9,0.80361903811637
"GSE62452","PAAD","RAS_MAPK","ETV5",9,0.905109201781166
"GSE62452","PAAD","SRC_FAK","SRC",4,0.46076668107337
"GSE62452","PAAD","SRC_FAK","FYN",4,0.677257316150465
"GSE62452","PAAD","SRC_FAK","YES1",4,0.759518668419567
"GSE62452","PAAD","SRC_FAK","PTK2",4,0.67597620424598
"GSE62452","PAAD","SRC_FAK","PTK2B",4,0.723458164991418
"GSE62452","PAAD","TAM_AXL_AXIS","AXL",2,-0.779784958208858
"GSE62452","PAAD","TAM_AXL_AXIS","TYRO3",2,0.335933076811768
"GSE62452","PAAD","TAM_AXL_AXIS","MERTK",2,-0.140866497943261
"GSE62452","PAAD","TGFB_SMAD","TGFB1",4,0.540005909474315
"GSE62452","PAAD","TGFB_SMAD","TGFBR1",4,0.54715486006172
"GSE62452","PAAD","TGFB_SMAD","TGFBR2",4,0.653449751798805
"GSE62452","PAAD","TGFB_SMAD","SMAD2",4,0.689916702662327
"GSE62452","PAAD","TGFB_SMAD","SMAD3",4,0.48752079311447
"GSE62452","PAAD","TIE_ANGPT_AXIS","TEK",2,0.313924215078926
"GSE62452","PAAD","TIE_ANGPT_AXIS","ANGPT1",2,0.358017146724076
"GSE62452","PAAD","TIE_ANGPT_AXIS","ANGPT2",2,-0.250062734765047
"GSE62452","PAAD","VEGF_PDGF_AXIS","FLT1",8,-0.00537579773832312
"GSE62452","PAAD","VEGF_PDGF_AXIS","KDR",8,0.118628966485966
"GSE62452","PAAD","VEGF_PDGF_AXIS","FLT4",8,0.0340928230203355
"GSE62452","PAAD","VEGF_PDGF_AXIS","VEGFA",8,-0.0526553313877744
"GSE62452","PAAD","VEGF_PDGF_AXIS","VEGFB",8,0.0940483014530156
"GSE62452","PAAD","VEGF_PDGF_AXIS","VEGFC",8,-0.0613278517335909
"GSE62452","PAAD","VEGF_PDGF_AXIS","PGF",8,-0.036256226882659
"GSE62452","PAAD","VEGF_PDGF_AXIS","PDGFA",8,0.114969647226684
"GSE62452","PAAD","VEGF_PDGF_AXIS","PDGFB",8,-0.0244785980654216
"GSE62452","PAAD","WNT_CTNNB1","CTNNB1",3,0.204054885852684
"GSE62452","PAAD","WNT_CTNNB1","AXIN2",3,0.496870018464296
"GSE62452","PAAD","WNT_CTNNB1","MYC",3,1.04954914012617
"GSE62452","PAAD","WNT_CTNNB1","CCND1",3,0.412811239995727
"GSE57957","HCC","EPH_RECEPTORS","EPHA1",3,-0.115836388975288
"GSE57957","HCC","EPH_RECEPTORS","EPHA2",3,0.647221243116002
"GSE57957","HCC","EPH_RECEPTORS","EPHB2",3,-0.445556398255365
"GSE57957","HCC","EPH_RECEPTORS","EPHB4",3,-0.245397462782384
"GSE57957","HCC","ERBB_LIGANDS","EGF",5,-0.480348300393699
"GSE57957","HCC","ERBB_LIGANDS","TGFA",5,-0.269926609397257
"GSE57957","HCC","ERBB_LIGANDS","AREG",5,-0.432197896666422
"GSE57957","HCC","ERBB_LIGANDS","EREG",5,-0.294921865307499
"GSE57957","HCC","ERBB_LIGANDS","HBEGF",5,-0.324719234928772
"GSE57957","HCC","ERBB_LIGANDS","NRG1",5,-0.102664618985675
"GSE57957","HCC","ERBB_RECEPTORS","EGFR",3,-0.122065217989802
"GSE57957","HCC","ERBB_RECEPTORS","ERBB2",3,-0.221843697255457
"GSE57957","HCC","ERBB_RECEPTORS","ERBB3",3,-0.641178604435135
"GSE57957","HCC","ERBB_RECEPTORS","ERBB4",3,-0.348859377595869
"GSE57957","HCC","FGFR_AXIS","FGFR1",7,0.0103310968995121
"GSE57957","HCC","FGFR_AXIS","FGFR2",7,-0.100807501793598
"GSE57957","HCC","FGFR_AXIS","FGFR3",7,-0.0192094730639369
"GSE57957","HCC","FGFR_AXIS","FGFR4",7,-0.302432965509418
"GSE57957","HCC","FGFR_AXIS","FGF1",7,-0.0299028204011799
"GSE57957","HCC","FGFR_AXIS","FGF2",7,-0.137653639590223
"GSE57957","HCC","FGFR_AXIS","FGF7",7,0.0158615431458419
"GSE57957","HCC","FGFR_AXIS","FGF10",7,-0.161233748174885
"GSE57957","HCC","HGF_MET_AXIS","MET",2,-0.328935323763877
"GSE57957","HCC","HGF_MET_AXIS","MST1R",2,-0.40833108238532
"GSE57957","HCC","HGF_MET_AXIS","HGF",2,0.0957113060750194
"GSE57957","HCC","IGF_INSR_AXIS","IGF1R",3,-0.719965347956211
"GSE57957","HCC","IGF_INSR_AXIS","INSR",3,-0.670799227565303
"GSE57957","HCC","IGF_INSR_AXIS","IGF1",3,-0.0383566390048055
"GSE57957","HCC","IGF_INSR_AXIS","IGF2",3,-0.282029235534128
"GSE57957","HCC","JAK_STAT","JAK1",8,0.120395917861671
"GSE57957","HCC","JAK_STAT","JAK2",8,0.190257302127345
"GSE57957","HCC","JAK_STAT","JAK3",8,0.217035891891679
"GSE57957","HCC","JAK_STAT","TYK2",8,0.177181047901871
"GSE57957","HCC","JAK_STAT","STAT1",8,0.142701916974848
"GSE57957","HCC","JAK_STAT","STAT3",8,0.322236396588285
"GSE57957","HCC","JAK_STAT","STAT5A",8,0.179277923365035
"GSE57957","HCC","JAK_STAT","STAT5B",8,0.296374278787434
"GSE57957","HCC","JAK_STAT","STAT6",8,0.198239330646716
"GSE57957","HCC","PDGFR_KIT_CSF1R","PDGFRA",4,0.227737656482781
"GSE57957","HCC","PDGFR_KIT_CSF1R","PDGFRB",4,-0.193505191565171
"GSE57957","HCC","PDGFR_KIT_CSF1R","KIT",4,-0.152112795569152
"GSE57957","HCC","PDGFR_KIT_CSF1R","CSF1R",4,0.172345139654376
"GSE57957","HCC","PDGFR_KIT_CSF1R","FLT3",4,0.0537914126376705
"GSE57957","HCC","PI3K_AKT","PIK3CA",8,0.172330542672669
"GSE57957","HCC","PI3K_AKT","PIK3CB",8,-0.203568290041875
"GSE57957","HCC","PI3K_AKT","PIK3CD",8,0.299188778709001
"GSE57957","HCC","PI3K_AKT","AKT1",8,0.4199341108598
"GSE57957","HCC","PI3K_AKT","AKT2",8,0.107124086667303
"GSE57957","HCC","PI3K_AKT","PDPK1",8,-0.0686553590486806
"GSE57957","HCC","PI3K_AKT","MTOR",8,0.01458719687224
"GSE57957","HCC","PI3K_AKT","RPTOR",8,0.154378909025149
"GSE57957","HCC","PI3K_AKT","RPS6KB1",8,0.132007165003901
"GSE57957","HCC","RAS_MAPK","KRAS",11,0.710455806975193
"GSE57957","HCC","RAS_MAPK","NRAS",11,0.56293508265895
"GSE57957","HCC","RAS_MAPK","HRAS",11,0.602471316747393
"GSE57957","HCC","RAS_MAPK","BRAF",11,0.648976681734876
"GSE57957","HCC","RAS_MAPK","RAF1",11,0.69302118847285
"GSE57957","HCC","RAS_MAPK","MAP2K1",11,0.911103892632801
"GSE57957","HCC","RAS_MAPK","MAP2K2",11,0.671912686256225
"GSE57957","HCC","RAS_MAPK","MAPK1",11,0.608031862980975
"GSE57957","HCC","RAS_MAPK","MAPK3",11,0.63224112532799
"GSE57957","HCC","RAS_MAPK","DUSP6",11,0.823455950680442
"GSE57957","HCC","RAS_MAPK","ETV4",11,0.649048275437018
"GSE57957","HCC","RAS_MAPK","ETV5",11,0.683090537687327
"GSE57957","HCC","RET_ALK_NTRK","RET",5,-0.229793940383714
"GSE57957","HCC","RET_ALK_NTRK","ALK",5,-0.560996504689098
"GSE57957","HCC","RET_ALK_NTRK","ROS1",5,-0.640369919917603
"GSE57957","HCC","RET_ALK_NTRK","NTRK1",5,-0.480081704931303
"GSE57957","HCC","RET_ALK_NTRK","NTRK2",5,-0.248378704146257
"GSE57957","HCC","RET_ALK_NTRK","NTRK3",5,-0.36263652089478
"GSE57957","HCC","SRC_FAK","SRC",4,-0.773107381323687
"GSE57957","HCC","SRC_FAK","FYN",4,0.310766014443396
"GSE57957","HCC","SRC_FAK","YES1",4,-0.125716725104371
"GSE57957","HCC","SRC_FAK","PTK2",4,-1.10963823452143
"GSE57957","HCC","SRC_FAK","PTK2B",4,0.139900841259461
"GSE57957","HCC","TAM_AXL_AXIS","AXL",2,0.459120317427143
"GSE57957","HCC","TAM_AXL_AXIS","TYRO3",2,-0.28881794007578
"GSE57957","HCC","TAM_AXL_AXIS","MERTK",2,-0.180092823460771
"GSE57957","HCC","TGFB_SMAD","TGFB1",4,0.428694421676013
"GSE57957","HCC","TGFB_SMAD","TGFBR1",4,0.429534911845686
"GSE57957","HCC","TGFB_SMAD","TGFBR2",4,0.141228145385726
"GSE57957","HCC","TGFB_SMAD","SMAD2",4,0.517611027256282
"GSE57957","HCC","TGFB_SMAD","SMAD3",4,0.236283180492044
"GSE57957","HCC","TIE_ANGPT_AXIS","TEK",2,1.24513232154584
"GSE57957","HCC","TIE_ANGPT_AXIS","ANGPT1",2,0.0692856170485602
"GSE57957","HCC","TIE_ANGPT_AXIS","ANGPT2",2,-0.065229283487139
"GSE57957","HCC","VEGF_PDGF_AXIS","FLT1",8,0.712742582978931
"GSE57957","HCC","VEGF_PDGF_AXIS","KDR",8,0.716051979716128
"GSE57957","HCC","VEGF_PDGF_AXIS","FLT4",8,0.832116317753088
"GSE57957","HCC","VEGF_PDGF_AXIS","VEGFA",8,0.890958454985204
"GSE57957","HCC","VEGF_PDGF_AXIS","VEGFB",8,0.880431817927053
"GSE57957","HCC","VEGF_PDGF_AXIS","VEGFC",8,0.749483531403982
"GSE57957","HCC","VEGF_PDGF_AXIS","PGF",8,0.757149146337487
"GSE57957","HCC","VEGF_PDGF_AXIS","PDGFA",8,0.544851444194924
"GSE57957","HCC","VEGF_PDGF_AXIS","PDGFB",8,0.510601060655219
"GSE57957","HCC","WNT_CTNNB1","CTNNB1",3,-0.015339014648034
"GSE57957","HCC","WNT_CTNNB1","AXIN2",3,0.138704577875153
"GSE57957","HCC","WNT_CTNNB1","MYC",3,0.367225413452378
"GSE57957","HCC","WNT_CTNNB1","CCND1",3,0.454193699985314
"GSE62232","HCC","EPH_RECEPTORS","EPHA1",3,-0.644607526939233
"GSE62232","HCC","EPH_RECEPTORS","EPHA2",3,0.562225695804916
"GSE62232","HCC","EPH_RECEPTORS","EPHB2",3,-0.36325915606689
"GSE62232","HCC","EPH_RECEPTORS","EPHB4",3,-0.66299295680748
"GSE62232","HCC","ERBB_LIGANDS","EGF",5,-1.4225152645257
"GSE62232","HCC","ERBB_LIGANDS","TGFA",5,-0.858709067711934
"GSE62232","HCC","ERBB_LIGANDS","AREG",5,-1.29206421305301
"GSE62232","HCC","ERBB_LIGANDS","EREG",5,-1.47278907941167
"GSE62232","HCC","ERBB_LIGANDS","HBEGF",5,-1.15094221485475
"GSE62232","HCC","ERBB_LIGANDS","NRG1",5,-0.918084124979067
"GSE62232","HCC","ERBB_RECEPTORS","EGFR",3,-0.370838316449928
"GSE62232","HCC","ERBB_RECEPTORS","ERBB2",3,-1.30397575158853
"GSE62232","HCC","ERBB_RECEPTORS","ERBB3",3,-1.40708250075287
"GSE62232","HCC","ERBB_RECEPTORS","ERBB4",3,0.0691251515966154
"GSE62232","HCC","FGFR_AXIS","FGFR1",7,-0.290890085350438
"GSE62232","HCC","FGFR_AXIS","FGFR2",7,-0.711570065552653
"GSE62232","HCC","FGFR_AXIS","FGFR3",7,-0.906375073285867
"GSE62232","HCC","FGFR_AXIS","FGFR4",7,-0.974924015042262
"GSE62232","HCC","FGFR_AXIS","FGF1",7,-0.5444212963647
"GSE62232","HCC","FGFR_AXIS","FGF2",7,-0.782650020030111
"GSE62232","HCC","FGFR_AXIS","FGF7",7,-0.836323701058702
"GSE62232","HCC","FGFR_AXIS","FGF10",7,-0.467253696805271
"GSE62232","HCC","HGF_MET_AXIS","MET",2,-0.950733900556866
"GSE62232","HCC","HGF_MET_AXIS","MST1R",2,-0.795916734029103
"GSE62232","HCC","HGF_MET_AXIS","HGF",2,-0.306896398224349
"GSE62232","HCC","IGF_INSR_AXIS","IGF1R",2,-0.953575383309054
"GSE62232","HCC","IGF_INSR_AXIS","INSR",2,-1.35593822900859
"GSE62232","HCC","IGF_INSR_AXIS","IGF1",2,-0.587451798070663
"GSE62232","HCC","JAK_STAT","JAK1",8,0.633404788477468
"GSE62232","HCC","JAK_STAT","JAK2",8,0.521062416489709
"GSE62232","HCC","JAK_STAT","JAK3",8,0.747594415890117
"GSE62232","HCC","JAK_STAT","TYK2",8,0.319513048658787
"GSE62232","HCC","JAK_STAT","STAT1",8,0.30453261800522
"GSE62232","HCC","JAK_STAT","STAT3",8,0.644726786883578
"GSE62232","HCC","JAK_STAT","STAT5A",8,0.589583113999596
"GSE62232","HCC","JAK_STAT","STAT5B",8,0.483921101039251
"GSE62232","HCC","JAK_STAT","STAT6",8,0.529256993364024
"GSE62232","HCC","PDGFR_KIT_CSF1R","PDGFRA",4,0.0695161264751636
"GSE62232","HCC","PDGFR_KIT_CSF1R","PDGFRB",4,-0.638336960343956
"GSE62232","HCC","PDGFR_KIT_CSF1R","KIT",4,-0.6433419035587
"GSE62232","HCC","PDGFR_KIT_CSF1R","CSF1R",4,-0.180097512439235
"GSE62232","HCC","PDGFR_KIT_CSF1R","FLT3",4,0.0856056758068445
"GSE62232","HCC","PI3K_AKT","PIK3CA",8,1.17650208110105
"GSE62232","HCC","PI3K_AKT","PIK3CB",8,0.726885926689361
"GSE62232","HCC","PI3K_AKT","PIK3CD",8,1.06166865491221
"GSE62232","HCC","PI3K_AKT","AKT1",8,1.33601095441007
"GSE62232","HCC","PI3K_AKT","AKT2",8,1.47308883022158
"GSE62232","HCC","PI3K_AKT","PDPK1",8,1.29023275549129
"GSE62232","HCC","PI3K_AKT","MTOR",8,1.09595374131801
"GSE62232","HCC","PI3K_AKT","RPTOR",8,0.82760008367714
"GSE62232","HCC","PI3K_AKT","RPS6KB1",8,1.09715687001732
"GSE62232","HCC","RAS_MAPK","KRAS",11,0.75595273471468
"GSE62232","HCC","RAS_MAPK","NRAS",11,0.333266940779215
"GSE62232","HCC","RAS_MAPK","HRAS",11,0.453043329128655
"GSE62232","HCC","RAS_MAPK","BRAF",11,0.586133853823065
"GSE62232","HCC","RAS_MAPK","RAF1",11,0.574289667895371
"GSE62232","HCC","RAS_MAPK","MAP2K1",11,1.17675856124779
"GSE62232","HCC","RAS_MAPK","MAP2K2",11,0.435058780150683
"GSE62232","HCC","RAS_MAPK","MAPK1",11,0.346033173025163
"GSE62232","HCC","RAS_MAPK","MAPK3",11,0.484141785207736
"GSE62232","HCC","RAS_MAPK","DUSP6",11,0.802232316269945
"GSE62232","HCC","RAS_MAPK","ETV4",11,0.603132612607312
"GSE62232","HCC","RAS_MAPK","ETV5",11,0.715691569188482
"GSE62232","HCC","RET_ALK_NTRK","RET",5,-1.80226514914814
"GSE62232","HCC","RET_ALK_NTRK","ALK",5,-2.01993215263187
"GSE62232","HCC","RET_ALK_NTRK","ROS1",5,-2.39725377413938
"GSE62232","HCC","RET_ALK_NTRK","NTRK1",5,-2.18046911573878
"GSE62232","HCC","RET_ALK_NTRK","NTRK2",5,-2.07142043821111
"GSE62232","HCC","RET_ALK_NTRK","NTRK3",5,-1.70786901708946
"GSE62232","HCC","SRC_FAK","SRC",4,-1.02427933027801
"GSE62232","HCC","SRC_FAK","FYN",4,-0.810980308099698
"GSE62232","HCC","SRC_FAK","YES1",4,-0.941098192007633
"GSE62232","HCC","SRC_FAK","PTK2",4,-2.0986377493931
"GSE62232","HCC","SRC_FAK","PTK2B",4,-1.29320317957515
"GSE62232","HCC","TAM_AXL_AXIS","AXL",2,-0.291179915316697
"GSE62232","HCC","TAM_AXL_AXIS","TYRO3",2,-1.17176713180014
"GSE62232","HCC","TAM_AXL_AXIS","MERTK",2,-0.862559339582433
"GSE62232","HCC","TGFB_SMAD","TGFB1",4,1.471536428335
"GSE62232","HCC","TGFB_SMAD","TGFBR1",4,1.15245689710121
"GSE62232","HCC","TGFB_SMAD","TGFBR2",4,1.68279414740472
"GSE62232","HCC","TGFB_SMAD","SMAD2",4,0.934603437897686
"GSE62232","HCC","TGFB_SMAD","SMAD3",4,1.2274381891762
"GSE62232","HCC","TIE_ANGPT_AXIS","TEK",2,0.965457689545301
"GSE62232","HCC","TIE_ANGPT_AXIS","ANGPT1",2,-0.66077180289897
"GSE62232","HCC","TIE_ANGPT_AXIS","ANGPT2",2,-0.302893892267558
"GSE62232","HCC","VEGF_PDGF_AXIS","FLT1",8,0.00610839056015103
"GSE62232","HCC","VEGF_PDGF_AXIS","KDR",8,0.239178119660705
"GSE62232","HCC","VEGF_PDGF_AXIS","FLT4",8,0.166271918502779
"GSE62232","HCC","VEGF_PDGF_AXIS","VEGFA",8,0.103798064172753
"GSE62232","HCC","VEGF_PDGF_AXIS","VEGFB",8,0.104233689804709
"GSE62232","HCC","VEGF_PDGF_AXIS","VEGFC",8,0.0636559032224595
"GSE62232","HCC","VEGF_PDGF_AXIS","PGF",8,0.0389855589782875
"GSE62232","HCC","VEGF_PDGF_AXIS","PDGFA",8,-0.191820940704157
"GSE62232","HCC","VEGF_PDGF_AXIS","PDGFB",8,0.168463738285248
"GSE62232","HCC","WNT_CTNNB1","CTNNB1",3,-0.245508424618624
"GSE62232","HCC","WNT_CTNNB1","AXIN2",3,0.130878011033563
"GSE62232","HCC","WNT_CTNNB1","MYC",3,0.48435838726028
"GSE62232","HCC","WNT_CTNNB1","CCND1",3,0.302976018104407
"GSE23400","ESCC","EPH_RECEPTORS","EPHA1",3,0.221940304604298
"GSE23400","ESCC","EPH_RECEPTORS","EPHA2",3,0.142746887572073
"GSE23400","ESCC","EPH_RECEPTORS","EPHB2",3,-0.573325266495967
"GSE23400","ESCC","EPH_RECEPTORS","EPHB4",3,-0.730848655998862
"GSE23400","ESCC","ERBB_LIGANDS","EGF",5,-0.500853857970509
"GSE23400","ESCC","ERBB_LIGANDS","TGFA",5,-0.477707171198009
"GSE23400","ESCC","ERBB_LIGANDS","AREG",5,-0.381481816152241
"GSE23400","ESCC","ERBB_LIGANDS","EREG",5,-0.289480731982222
"GSE23400","ESCC","ERBB_LIGANDS","HBEGF",5,-0.33228601088875
"GSE23400","ESCC","ERBB_LIGANDS","NRG1",5,-0.653688460866062
"GSE23400","ESCC","ERBB_RECEPTORS","EGFR",3,-0.998679409707593
"GSE23400","ESCC","ERBB_RECEPTORS","ERBB2",3,-0.41251597038375
"GSE23400","ESCC","ERBB_RECEPTORS","ERBB3",3,-0.285522175745315
"GSE23400","ESCC","ERBB_RECEPTORS","ERBB4",3,-0.811203577133708
"GSE23400","ESCC","FGFR_AXIS","FGFR1",6,-0.568974176216205
"GSE23400","ESCC","FGFR_AXIS","FGFR2",6,-0.91109181262771
"GSE23400","ESCC","FGFR_AXIS","FGFR3",6,-0.517192406539167
